filepath,label,subset,sample
"images/train/(cali.) Unit 1 1-2(1,1)_05970.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_05971.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_05972.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_05974.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_05976.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_05978.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_05979.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06020.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06021.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06028.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06032.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06038.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06043.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06044.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06046.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06050.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06051.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06052.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06053.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06058.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06067.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06069.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06075.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06076.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06079.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06082.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06083.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06086.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06130.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06137.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06138.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06139.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06143.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06145.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06149.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06150.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06154.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06160.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06162.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06173.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06176.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06180.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06182.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06187.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06190.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06192.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06193.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06232.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06234.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06235.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06236.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06238.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06252.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06254.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06259.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06261.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06262.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06263.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06264.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06270.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06284.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06285.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06286.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06292.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06293.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06339.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06344.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06347.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06351.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06352.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06361.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06363.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06389.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06390.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06394.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06401.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06407.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06449.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06452.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06453.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06457.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06458.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06463.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06465.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06468.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06473.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06475.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06480.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06485.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06487.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06491.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06492.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06495.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06496.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06497.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06498.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06499.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06504.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06507.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06508.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06512.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06514.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06515.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06557.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06561.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06568.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06569.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06573.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06577.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06578.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06580.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06581.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06582.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06585.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06588.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06592.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06597.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06599.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06605.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06606.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06607.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06608.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06609.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06615.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06619.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06622.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06665.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06666.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06669.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06672.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06673.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06674.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06675.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06678.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06679.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06682.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06683.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06687.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06688.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06690.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06691.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06692.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06697.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06703.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06707.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06710.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06711.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06715.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06720.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06721.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06781.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06784.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06785.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06792.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06794.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06796.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06797.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06799.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06800.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06803.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06809.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06810.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06821.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06822.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06823.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06827.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06828.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06832.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06834.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06886.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06887.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06888.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06890.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06893.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06894.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06895.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06901.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06907.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06913.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06914.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06915.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06920.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06921.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06922.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06926.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06928.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06930.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06931.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06932.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06937.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06940.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06941.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06992.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06995.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_06999.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07000.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07009.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07011.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07013.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07014.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07015.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07021.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07022.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07023.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07025.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07026.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07028.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07030.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07031.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07032.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07034.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07037.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07038.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07039.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07040.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07041.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07043.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07044.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07098.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07100.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07120.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07124.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07126.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07128.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07129.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07131.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07138.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07142.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07143.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07147.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07148.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07149.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07150.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07151.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07205.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07229.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07245.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07247.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07248.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07252.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07253.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07254.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07255.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07310.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07315.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07316.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07317.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07338.png",1,train,"(cali.) Unit 1 1-2(1,1)"
"images/train/(cali.) Unit 1 1-2(1,1)_07347.png",1,train,"(cali.) Unit 1 1-2(1,1)"
